               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.044995,            0.028982,            0.028052,             0.80802,             0.73554,             0.77213,              0.3596,            0.056153,            0.032092,             0.02951,           0.0051704,           0.0051704,           0.0051704
                 159,            0.046217,            0.028811,            0.027046,             0.76293,             0.82287,             0.78302,             0.36283,            0.054905,            0.031638,            0.029278,           0.0051234,           0.0051234,           0.0051234
                 160,            0.044461,             0.02995,            0.026682,             0.77205,             0.79148,             0.79516,              0.3774,            0.054667,            0.031772,            0.029359,           0.0050765,           0.0050765,           0.0050765
                 161,            0.045657,            0.027152,            0.026704,             0.76856,             0.80028,             0.77705,             0.37129,            0.055054,            0.031522,             0.02927,           0.0050296,           0.0050296,           0.0050296
                 162,            0.044397,             0.02979,            0.026618,              0.7769,             0.77089,             0.77022,             0.34946,            0.056384,            0.032425,            0.029253,           0.0049828,           0.0049828,           0.0049828
                 163,            0.044747,            0.026238,             0.02676,             0.83092,             0.75789,              0.7887,              0.3783,            0.054951,            0.031561,            0.029243,            0.004936,            0.004936,            0.004936
                 164,            0.043924,            0.027898,             0.02699,             0.83289,             0.75101,             0.79751,             0.38238,            0.055333,            0.032129,            0.029199,           0.0048893,           0.0048893,           0.0048893
                 165,            0.045019,            0.028432,            0.027034,             0.77263,             0.79585,             0.79512,             0.38946,            0.054318,            0.032118,            0.028984,           0.0048426,           0.0048426,           0.0048426
                 166,            0.046143,            0.027474,             0.02767,             0.78217,             0.82438,             0.81238,             0.38454,            0.054324,            0.032025,            0.028919,            0.004796,            0.004796,            0.004796
                 167,            0.046622,             0.02675,            0.028092,             0.83695,             0.81208,             0.82306,             0.40236,            0.053692,            0.031164,            0.028799,           0.0047495,           0.0047495,           0.0047495
                 168,             0.04369,            0.028345,            0.026335,             0.80866,              0.7818,             0.79572,              0.3772,            0.054656,            0.031311,            0.028811,           0.0047031,           0.0047031,           0.0047031
                 169,            0.043824,            0.027008,            0.026555,             0.77918,             0.77883,             0.77412,             0.36591,            0.055757,            0.031939,            0.028839,           0.0046568,           0.0046568,           0.0046568
                 170,            0.044478,            0.025283,            0.027193,             0.76972,             0.76871,             0.74924,             0.34299,             0.05758,             0.03602,             0.03055,           0.0046105,           0.0046105,           0.0046105
                 171,            0.044187,            0.027026,            0.026856,             0.83889,             0.78876,             0.82081,             0.39385,            0.054803,            0.031668,            0.029117,           0.0045644,           0.0045644,           0.0045644
                 172,            0.044525,            0.027486,            0.027016,             0.84801,             0.75495,             0.78927,             0.36842,            0.056178,            0.032953,            0.029509,           0.0045184,           0.0045184,           0.0045184
                 173,            0.043883,            0.028048,            0.025764,             0.80657,             0.81074,             0.80921,             0.38539,            0.055258,            0.032536,            0.029299,           0.0044724,           0.0044724,           0.0044724
                 174,            0.044715,            0.027446,            0.027181,              0.7824,             0.77667,             0.74667,             0.36302,            0.056104,            0.033039,            0.030352,           0.0044266,           0.0044266,           0.0044266
                 175,            0.043844,            0.026808,            0.026474,             0.80076,             0.75873,             0.78763,              0.3741,             0.05557,            0.032527,            0.029503,           0.0043809,           0.0043809,           0.0043809
                 176,            0.043567,            0.027091,            0.026971,             0.81147,             0.76369,             0.79774,             0.35821,            0.056451,            0.032863,             0.02947,           0.0043353,           0.0043353,           0.0043353
                 177,            0.044703,            0.026634,             0.02769,             0.77786,             0.80208,             0.78787,             0.36956,            0.055662,            0.032209,            0.029173,           0.0042899,           0.0042899,           0.0042899
                 178,            0.043588,            0.027111,            0.026324,             0.78986,             0.78746,              0.7856,              0.3707,             0.05559,            0.032451,            0.029105,           0.0042445,           0.0042445,           0.0042445
                 179,            0.042916,            0.026759,            0.025902,             0.79818,             0.80797,             0.80583,              0.3522,            0.055892,            0.032883,            0.029203,           0.0041994,           0.0041994,           0.0041994
                 180,            0.043614,            0.026266,            0.026406,              0.8073,             0.80208,             0.79853,             0.38409,            0.055395,            0.032366,            0.029131,           0.0041543,           0.0041543,           0.0041543
                 181,            0.044292,            0.026839,            0.026609,             0.78684,             0.80166,              0.7911,             0.36598,            0.056318,            0.032745,            0.029028,           0.0041094,           0.0041094,           0.0041094
                 182,             0.04423,            0.028211,            0.026134,              0.8021,             0.77661,             0.78967,             0.37329,            0.055557,             0.03291,            0.029118,           0.0040647,           0.0040647,           0.0040647
                 183,             0.04477,            0.027172,            0.026535,             0.74629,             0.80138,             0.77341,             0.34324,             0.05711,            0.033133,            0.029089,           0.0040201,           0.0040201,           0.0040201
                 184,            0.044871,             0.02773,            0.027035,             0.77606,             0.79597,             0.78431,             0.38175,            0.054256,            0.032673,            0.028692,           0.0039757,           0.0039757,           0.0039757
                 185,            0.044372,            0.027579,            0.026906,             0.76483,             0.80711,             0.79034,             0.36766,            0.055611,            0.032697,            0.028899,           0.0039314,           0.0039314,           0.0039314
                 186,            0.043295,            0.025407,            0.026235,             0.77367,             0.75083,             0.75768,             0.37162,            0.056576,            0.035325,            0.029437,           0.0038873,           0.0038873,           0.0038873
                 187,            0.044027,            0.025751,            0.026434,             0.76156,             0.81259,             0.80003,             0.39775,            0.055692,             0.03231,             0.02892,           0.0038434,           0.0038434,           0.0038434
                 188,            0.044292,            0.027816,            0.026426,             0.76694,             0.79688,             0.79574,             0.39388,            0.055365,            0.032577,            0.028908,           0.0037997,           0.0037997,           0.0037997
                 189,            0.043081,            0.026347,            0.026445,             0.83118,             0.78646,             0.81437,             0.40116,            0.054556,            0.032511,            0.028839,           0.0037562,           0.0037562,           0.0037562
                 190,            0.042812,            0.025724,             0.02587,             0.79872,             0.80391,             0.79273,             0.39313,            0.054364,            0.033431,            0.028992,           0.0037128,           0.0037128,           0.0037128
                 191,            0.043907,            0.026114,            0.026185,             0.79159,             0.78642,             0.78356,             0.39439,            0.054556,            0.033351,            0.028725,           0.0036697,           0.0036697,           0.0036697
                 192,             0.04413,            0.026372,            0.025821,             0.77828,             0.80337,             0.78805,             0.37296,            0.056075,            0.033734,            0.029476,           0.0036267,           0.0036267,           0.0036267
                 193,            0.042425,            0.025884,            0.025893,              0.8112,             0.76517,             0.78946,             0.37669,            0.055748,            0.033604,            0.028825,            0.003584,            0.003584,            0.003584
                 194,            0.042526,            0.025653,            0.026904,              0.7942,              0.7954,             0.78234,             0.37353,            0.055881,            0.033894,             0.02864,           0.0035415,           0.0035415,           0.0035415
                 195,            0.042521,            0.027364,            0.026315,             0.77143,             0.79688,             0.77541,             0.38523,            0.055282,            0.033534,            0.028797,           0.0034991,           0.0034991,           0.0034991
                 196,             0.04282,            0.027052,            0.026583,             0.78103,             0.79158,             0.78759,             0.38104,            0.055396,            0.032556,            0.028797,            0.003457,            0.003457,            0.003457
                 197,            0.041913,            0.025045,            0.026018,             0.79739,             0.80782,             0.79925,             0.39663,            0.054592,            0.032138,            0.028668,           0.0034152,           0.0034152,           0.0034152
                 198,            0.042712,            0.026052,            0.026484,             0.80169,              0.8121,             0.81589,              0.3899,            0.054539,             0.03195,            0.028652,           0.0033735,           0.0033735,           0.0033735
                 199,            0.044219,            0.026619,            0.026559,             0.77897,             0.83333,             0.80998,             0.38411,            0.054234,            0.032214,            0.028866,           0.0033321,           0.0033321,           0.0033321
                 200,            0.042394,            0.025583,             0.02607,             0.77307,             0.83494,             0.80639,             0.38454,            0.054522,            0.032713,            0.028815,           0.0032909,           0.0032909,           0.0032909
                 201,            0.042977,            0.027017,             0.02607,             0.80972,             0.79847,             0.81022,             0.38616,            0.054911,            0.032208,            0.028663,             0.00325,             0.00325,             0.00325
                 202,            0.042581,            0.027348,            0.026229,             0.78339,             0.80133,             0.80293,             0.38252,            0.055551,            0.032152,            0.028616,           0.0032093,           0.0032093,           0.0032093
                 203,            0.042737,            0.024338,            0.026105,              0.8098,             0.81061,             0.81435,             0.38934,            0.054673,            0.032065,            0.028596,           0.0031689,           0.0031689,           0.0031689
                 204,            0.042232,            0.024208,            0.025713,             0.81113,             0.80144,               0.815,             0.36728,            0.055649,            0.032215,             0.02861,           0.0031287,           0.0031287,           0.0031287
                 205,            0.042336,            0.025249,            0.026019,             0.81918,             0.81455,             0.80769,              0.3726,            0.055061,            0.032566,            0.028569,           0.0030888,           0.0030888,           0.0030888
                 206,            0.042068,              0.0252,            0.026048,             0.81436,             0.79329,             0.79731,             0.38509,            0.054777,            0.032127,            0.028554,           0.0030491,           0.0030491,           0.0030491
                 207,            0.041549,            0.024062,            0.025956,             0.80963,             0.80846,             0.80838,             0.38535,             0.05454,            0.032394,            0.028557,           0.0030097,           0.0030097,           0.0030097
                 208,              0.0422,             0.02636,            0.025611,             0.82775,             0.79152,             0.81501,             0.37941,            0.055076,            0.033103,            0.028555,           0.0029706,           0.0029706,           0.0029706
                 209,            0.041844,            0.024783,            0.026646,             0.80314,             0.82812,             0.81747,             0.39755,            0.054572,            0.032385,            0.028507,           0.0029318,           0.0029318,           0.0029318
                 210,            0.041913,            0.026288,            0.026173,             0.83318,             0.78485,             0.81106,             0.39619,            0.054597,            0.032404,            0.028528,           0.0028932,           0.0028932,           0.0028932
                 211,            0.041823,            0.024485,            0.026258,             0.85739,              0.7998,             0.82167,             0.39516,            0.054645,            0.032316,            0.028515,            0.002855,            0.002855,            0.002855
                 212,            0.043126,            0.024148,            0.026067,             0.85421,             0.79006,             0.81229,              0.3953,            0.054987,            0.032615,            0.028687,            0.002817,            0.002817,            0.002817
                 213,            0.042165,            0.026515,            0.026523,             0.82575,             0.81673,             0.82199,             0.39211,            0.055097,            0.032666,            0.028642,           0.0027793,           0.0027793,           0.0027793
                 214,            0.041457,            0.025596,            0.026038,             0.81417,             0.80729,             0.81672,             0.37766,            0.055353,            0.032472,            0.028623,           0.0027419,           0.0027419,           0.0027419
                 215,            0.042011,            0.026894,            0.025502,             0.85681,             0.76947,             0.81251,             0.37848,            0.055309,            0.032784,            0.028746,           0.0027048,           0.0027048,           0.0027048
                 216,            0.041393,            0.025978,            0.025728,             0.81758,             0.79688,             0.81216,             0.38838,            0.054921,            0.032455,            0.028525,           0.0026681,           0.0026681,           0.0026681
                 217,            0.041911,            0.025141,             0.02618,             0.82659,             0.81237,             0.81602,             0.39774,            0.054381,            0.032156,            0.028582,           0.0026316,           0.0026316,           0.0026316
                 218,            0.041433,            0.025254,            0.025928,               0.838,             0.81027,             0.81176,             0.38332,            0.055149,            0.032667,            0.028571,           0.0025954,           0.0025954,           0.0025954
                 219,            0.042391,            0.025282,            0.025997,             0.82539,             0.81976,             0.81126,             0.39815,             0.05416,            0.032859,            0.028507,           0.0025596,           0.0025596,           0.0025596
                 220,            0.042361,            0.025285,            0.026448,             0.78428,             0.81679,             0.80188,             0.38539,            0.054678,            0.032749,            0.028509,           0.0025241,           0.0025241,           0.0025241
                 221,            0.040881,            0.026115,            0.025641,             0.79856,             0.78298,             0.79397,             0.38256,            0.054736,             0.03281,             0.02858,           0.0024889,           0.0024889,           0.0024889
                 222,            0.040923,            0.025163,            0.026026,             0.79425,             0.79429,             0.80062,             0.38475,            0.054627,              0.0331,            0.028597,           0.0024541,           0.0024541,           0.0024541
                 223,            0.041866,            0.027429,            0.025435,             0.77646,             0.82758,              0.7986,             0.38708,            0.054371,            0.033225,            0.028486,           0.0024195,           0.0024195,           0.0024195
                 224,            0.041394,            0.027241,            0.026164,             0.79498,             0.80594,             0.79867,             0.38324,            0.054901,            0.033018,            0.028523,           0.0023854,           0.0023854,           0.0023854
                 225,            0.040274,            0.025476,            0.025358,             0.79694,              0.7958,             0.81069,             0.38933,            0.054836,            0.032605,            0.028561,           0.0023515,           0.0023515,           0.0023515
                 226,            0.041244,            0.026187,            0.025861,             0.80516,               0.822,             0.81433,             0.38835,            0.054745,             0.03313,            0.028537,            0.002318,            0.002318,            0.002318
                 227,            0.040304,             0.02384,             0.02546,             0.81339,             0.78458,             0.79443,             0.38583,            0.054718,            0.033235,            0.028477,           0.0022849,           0.0022849,           0.0022849
                 228,            0.041456,            0.025361,            0.025752,             0.81352,             0.80745,             0.80985,             0.39086,            0.054655,            0.033337,            0.028476,           0.0022521,           0.0022521,           0.0022521
                 229,            0.042254,            0.025358,            0.026909,             0.81849,              0.8123,             0.81536,             0.38608,            0.054939,             0.03275,            0.028479,           0.0022196,           0.0022196,           0.0022196
                 230,            0.041335,            0.025283,            0.025958,             0.83377,             0.78519,             0.80125,              0.3805,            0.054889,            0.032992,            0.028431,           0.0021876,           0.0021876,           0.0021876
                 231,            0.040663,            0.025419,            0.026262,             0.79957,             0.79671,              0.7917,             0.37961,            0.055048,            0.033185,            0.028372,           0.0021558,           0.0021558,           0.0021558
                 232,            0.041151,            0.025886,            0.025589,             0.83221,              0.7853,             0.80077,             0.36712,            0.055386,            0.033595,            0.028362,           0.0021245,           0.0021245,           0.0021245
                 233,             0.04181,            0.027311,            0.025837,             0.78105,             0.85072,             0.81498,             0.36652,            0.055287,             0.03346,            0.028358,           0.0020935,           0.0020935,           0.0020935
                 234,            0.041468,            0.024774,            0.025403,             0.80283,             0.78332,             0.80034,             0.36875,            0.055202,             0.03355,            0.028364,           0.0020629,           0.0020629,           0.0020629
                 235,            0.039894,             0.02675,            0.025037,             0.81898,             0.78755,             0.81359,             0.37854,            0.054915,            0.033553,            0.028445,           0.0020327,           0.0020327,           0.0020327
                 236,            0.042021,            0.025932,            0.026331,             0.84598,             0.78867,             0.81555,             0.37734,            0.054791,            0.033187,              0.0285,           0.0020028,           0.0020028,           0.0020028
                 237,            0.040674,            0.024071,            0.025626,             0.83148,             0.79205,             0.81237,             0.37933,            0.054772,            0.033061,            0.028428,           0.0019734,           0.0019734,           0.0019734
                 238,            0.040464,            0.024751,            0.025109,             0.80603,             0.77604,             0.78962,             0.38446,            0.054618,            0.033202,            0.028431,           0.0019443,           0.0019443,           0.0019443
                 239,            0.040293,            0.024638,            0.026273,              0.7925,             0.78499,             0.78529,             0.38335,            0.054666,             0.03325,            0.028477,           0.0019156,           0.0019156,           0.0019156
                 240,             0.04031,            0.025356,            0.026141,             0.77875,             0.78754,              0.7873,             0.37808,            0.054848,            0.033467,             0.02846,           0.0018873,           0.0018873,           0.0018873
                 241,            0.040835,            0.025721,            0.025525,             0.78365,             0.81707,             0.81237,             0.39079,            0.054405,            0.032861,            0.028476,           0.0018594,           0.0018594,           0.0018594
                 242,            0.039957,            0.025634,            0.024961,             0.85113,             0.80041,             0.82673,             0.39716,            0.054271,            0.032757,             0.02851,           0.0018319,           0.0018319,           0.0018319
                 243,            0.040797,            0.024284,            0.025391,             0.81446,             0.81551,             0.82323,             0.39547,            0.053982,            0.033129,             0.02844,           0.0018048,           0.0018048,           0.0018048
                 244,             0.04004,            0.024023,            0.025543,             0.78676,             0.83037,             0.82578,             0.40169,            0.054126,            0.032514,            0.028445,           0.0017781,           0.0017781,           0.0017781
                 245,            0.041223,             0.02383,            0.026152,             0.79963,             0.83252,             0.82522,              0.4031,             0.05439,            0.032648,            0.028468,           0.0017519,           0.0017519,           0.0017519
                 246,            0.040226,            0.024409,            0.025334,             0.82309,             0.80654,              0.8251,             0.39614,            0.054455,            0.032662,            0.028502,            0.001726,            0.001726,            0.001726
                 247,            0.040527,            0.025276,            0.025723,             0.80297,             0.80626,             0.81435,             0.39182,            0.054456,            0.032662,            0.028494,           0.0017005,           0.0017005,           0.0017005
                 248,              0.0397,            0.024151,            0.025949,             0.84069,             0.81253,             0.82586,             0.38305,            0.055088,            0.032865,            0.028518,           0.0016755,           0.0016755,           0.0016755
                 249,             0.04085,            0.025347,            0.026348,             0.81713,             0.81035,             0.80835,              0.3833,            0.054711,            0.032602,            0.028484,           0.0016509,           0.0016509,           0.0016509
                 250,            0.040386,            0.024904,            0.025212,             0.78959,              0.7997,             0.80632,             0.37694,            0.055718,            0.033433,            0.028747,           0.0016267,           0.0016267,           0.0016267
                 251,            0.039904,            0.023838,            0.025387,             0.79233,              0.7904,              0.8018,             0.38009,            0.055822,            0.033274,             0.02867,           0.0016029,           0.0016029,           0.0016029
                 252,            0.040668,            0.025201,            0.024727,             0.78969,             0.79052,             0.80525,             0.38218,            0.054918,            0.032655,             0.02853,           0.0015795,           0.0015795,           0.0015795
                 253,            0.039695,            0.024287,            0.024905,             0.77323,             0.81171,             0.80467,             0.38382,            0.054573,            0.032804,            0.028497,           0.0015566,           0.0015566,           0.0015566
                 254,            0.039411,            0.023319,            0.025806,             0.82274,             0.80699,             0.82409,             0.38516,            0.054474,            0.033157,             0.02854,           0.0015341,           0.0015341,           0.0015341
                 255,            0.040393,            0.023812,            0.025648,             0.80136,             0.79259,             0.81242,             0.38387,            0.054562,            0.033295,            0.028536,           0.0015121,           0.0015121,           0.0015121
                 256,            0.040905,            0.025305,            0.025293,             0.81355,             0.81593,             0.82429,             0.38459,            0.054798,            0.033044,            0.028487,           0.0014905,           0.0014905,           0.0014905
                 257,            0.039167,            0.025246,            0.024559,             0.81567,             0.79745,             0.81358,             0.38458,            0.054747,             0.03329,            0.028513,           0.0014693,           0.0014693,           0.0014693
                 258,            0.040653,            0.024923,            0.026377,               0.801,             0.80729,              0.8145,              0.3779,            0.054762,            0.032978,            0.028536,           0.0014486,           0.0014486,           0.0014486
                 259,            0.039822,            0.025408,            0.025604,             0.79523,             0.79233,             0.80497,             0.38607,            0.054366,            0.033107,            0.028423,           0.0014283,           0.0014283,           0.0014283
                 260,            0.040565,            0.025474,            0.025537,             0.82204,             0.79657,             0.81853,             0.39561,              0.0543,            0.033333,            0.028474,           0.0014084,           0.0014084,           0.0014084
                 261,            0.039828,            0.024298,             0.02548,             0.81743,             0.79905,             0.81313,             0.39993,            0.054081,            0.033098,            0.028471,            0.001389,            0.001389,            0.001389
                 262,            0.040835,            0.025045,            0.025777,             0.81451,             0.80691,             0.81739,             0.40048,            0.054591,            0.033298,            0.028502,           0.0013701,           0.0013701,           0.0013701
                 263,            0.039554,            0.024208,            0.025381,             0.81141,              0.8015,             0.81893,             0.39613,            0.054591,            0.033366,            0.028622,           0.0013516,           0.0013516,           0.0013516
                 264,            0.040334,            0.024601,            0.025674,             0.82356,             0.80652,              0.8158,             0.40106,            0.054489,            0.033206,            0.028523,           0.0013336,           0.0013336,           0.0013336
                 265,            0.039841,            0.025365,            0.025269,              0.7993,             0.80447,             0.81031,             0.39938,            0.054474,            0.032921,            0.028476,            0.001316,            0.001316,            0.001316
                 266,            0.040757,            0.026596,            0.025288,             0.81118,             0.80475,             0.81237,             0.39898,            0.054443,            0.033049,            0.028411,           0.0012989,           0.0012989,           0.0012989
                 267,            0.039423,            0.023257,            0.025203,             0.81369,             0.79236,             0.79834,             0.39297,             0.05449,            0.033393,            0.028413,           0.0012822,           0.0012822,           0.0012822
                 268,            0.039509,            0.024395,            0.025305,              0.8319,             0.79649,             0.80926,             0.39187,            0.054419,            0.033557,            0.028453,            0.001266,            0.001266,            0.001266
                 269,            0.039842,            0.023573,            0.025806,             0.82715,             0.79677,             0.80592,             0.39353,            0.054424,            0.033625,            0.028467,           0.0012503,           0.0012503,           0.0012503
                 270,            0.039418,            0.023885,            0.025507,             0.81292,             0.79698,             0.80849,               0.391,            0.054586,            0.033917,             0.02847,            0.001235,            0.001235,            0.001235
                 271,            0.040132,            0.024293,            0.025452,             0.82753,             0.80354,             0.80987,             0.38987,            0.054843,            0.034323,            0.028492,           0.0012202,           0.0012202,           0.0012202
                 272,            0.039983,            0.024952,            0.025193,             0.82075,             0.81756,             0.82629,              0.3962,            0.054463,            0.033602,             0.02844,           0.0012059,           0.0012059,           0.0012059
                 273,            0.039697,            0.022756,            0.025436,              0.8346,             0.81777,             0.84366,             0.40414,            0.054087,            0.033086,            0.028438,           0.0011921,           0.0011921,           0.0011921
                 274,            0.040055,            0.023608,            0.025453,             0.80729,             0.80729,             0.81788,             0.40079,            0.053956,            0.033164,            0.028476,           0.0011787,           0.0011787,           0.0011787
                 275,            0.039263,            0.024699,             0.02485,             0.82513,             0.79441,              0.8228,             0.39551,            0.054132,            0.033242,            0.028432,           0.0011658,           0.0011658,           0.0011658
                 276,            0.039142,            0.023507,            0.024937,              0.8088,              0.8081,             0.81465,             0.39224,            0.054243,            0.033286,            0.028418,           0.0011533,           0.0011533,           0.0011533
                 277,            0.040162,            0.024509,            0.025684,             0.81478,             0.80568,              0.8141,             0.38686,            0.054471,             0.03324,            0.028418,           0.0011414,           0.0011414,           0.0011414
                 278,            0.039726,             0.02345,            0.026011,             0.81698,             0.81105,             0.81617,             0.38995,            0.054752,            0.033193,            0.028422,           0.0011299,           0.0011299,           0.0011299
                 279,            0.040168,            0.024146,            0.025261,             0.81191,             0.80845,             0.81782,             0.38811,            0.054637,            0.033175,            0.028401,           0.0011189,           0.0011189,           0.0011189
                 280,             0.04019,            0.023714,            0.025456,             0.81197,             0.81264,             0.81888,             0.39591,            0.054648,            0.033479,            0.028376,           0.0011084,           0.0011084,           0.0011084
                 281,            0.040351,            0.025658,            0.025264,             0.80047,             0.80151,             0.80845,             0.39348,            0.054465,            0.033687,            0.028396,           0.0010983,           0.0010983,           0.0010983
                 282,            0.039553,            0.024067,             0.02566,             0.82865,             0.78446,              0.8095,             0.39008,            0.054376,             0.03383,              0.0284,           0.0010888,           0.0010888,           0.0010888
                 283,            0.040086,            0.024623,            0.025463,             0.80499,             0.80176,             0.79349,             0.38864,            0.054576,             0.03399,            0.028368,           0.0010797,           0.0010797,           0.0010797
                 284,            0.039763,            0.024167,            0.025534,             0.81353,             0.80665,             0.80973,             0.38826,            0.055002,            0.034164,            0.028455,           0.0010711,           0.0010711,           0.0010711
                 285,            0.038806,            0.023634,            0.024513,             0.81328,             0.80633,             0.81077,             0.39008,            0.054765,            0.033721,            0.028443,            0.001063,            0.001063,            0.001063
                 286,            0.039628,            0.024355,             0.02594,             0.81979,             0.78393,             0.81081,             0.39307,            0.054698,            0.033438,            0.028333,           0.0010554,           0.0010554,           0.0010554
                 287,            0.039312,            0.025211,            0.025028,             0.79826,             0.78459,             0.80252,             0.39592,            0.054537,            0.033759,            0.028327,           0.0010483,           0.0010483,           0.0010483
                 288,            0.040027,            0.023759,            0.025853,             0.82346,             0.80521,             0.81868,              0.3906,             0.05432,            0.033933,            0.028319,           0.0010416,           0.0010416,           0.0010416
                 289,            0.040281,             0.02493,            0.025615,             0.83221,              0.7978,             0.82351,             0.39379,            0.054256,            0.033957,            0.028305,           0.0010355,           0.0010355,           0.0010355
                 290,            0.040359,            0.024486,            0.025822,             0.84097,             0.80468,             0.83656,             0.39714,            0.054309,             0.03409,             0.02835,           0.0010298,           0.0010298,           0.0010298
                 291,            0.038843,            0.024179,            0.024656,              0.8426,             0.80683,             0.83342,             0.39858,            0.054219,            0.034073,            0.028341,           0.0010247,           0.0010247,           0.0010247
                 292,            0.039561,            0.022539,            0.024532,             0.83122,             0.80083,             0.82342,             0.40228,            0.053964,            0.033776,             0.02828,             0.00102,             0.00102,             0.00102
                 293,            0.039067,             0.02304,            0.025243,              0.8196,             0.80425,             0.81811,             0.40769,            0.054008,            0.033972,            0.028293,           0.0010158,           0.0010158,           0.0010158
                 294,            0.039329,            0.023523,            0.025368,             0.81492,             0.82395,             0.82684,             0.40094,            0.054034,            0.034053,            0.028332,           0.0010121,           0.0010121,           0.0010121
                 295,            0.039764,            0.023699,            0.025023,               0.842,             0.81219,             0.83331,             0.39692,            0.054146,            0.033962,            0.028397,           0.0010089,           0.0010089,           0.0010089
                 296,            0.039625,            0.024028,            0.025386,             0.84464,             0.81906,             0.84214,             0.40587,              0.0541,            0.033865,            0.028404,           0.0010062,           0.0010062,           0.0010062
                 297,            0.039858,            0.023537,            0.025888,             0.82988,             0.80855,             0.83097,             0.40209,            0.054291,            0.033835,            0.028382,           0.0010039,           0.0010039,           0.0010039
                 298,            0.039365,            0.023789,            0.025704,             0.81775,             0.84877,             0.83813,             0.38645,            0.054383,            0.033816,              0.0284,           0.0010022,           0.0010022,           0.0010022
                 299,            0.039893,            0.022693,            0.026013,             0.82613,             0.82892,             0.82143,             0.39008,            0.054337,            0.033865,            0.028369,            0.001001,            0.001001,            0.001001
